"zip","population","city","county"
"12523",1810,"Elizaville","Columbia"
"12524",15608,"Fishkill","Dutchess"
"12525",2966,"Gardiner","Ulster"
"12526",3530,"Germantown","Columbia"
"12528",12767,"Highland","Ulster"
"12529",1919,"Hillsdale","Columbia"
"12531",2645,"Holmes","Dutchess"
"12533",26361,"Hopewell Junction","Dutchess"
"12534",17814,"Hudson","Columbia"
"12538",14566,"Hyde Park","Dutchess"
"12540",8882,"Lagrangeville","Dutchess"
"12542",5684,"Marlboro","Ulster"
"12543",3586,"Maybrook","Orange"
"12545",4517,"Millbrook","Dutchess"
"12546",2824,"Millerton","Dutchess"
"12547",2810,"Milton","Ulster"
"12548",1133,"Modena","Ulster"
"12549",11453,"Montgomery","Orange"
"12550",54503,"Newburgh","Orange"
"12553",26665,"New Windsor","Orange"
"12561",18224,"New Paltz","Ulster"
"12563",7579,"Patterson","Putnam"
"12564",7710,"Pawling","Dutchess"
"12565",997,"Philmont","Columbia"
"12566",11886,"Pine Bush","Orange"
"12567",2608,"Pine Plains","Dutchess"
"12569",9838,"Pleasant Valley","Dutchess"
"12570",6772,"Poughquag","Dutchess"
"12571",10037,"Red Hook","Dutchess"
"12572",8961,"Rhinebeck","Dutchess"
"12574",502,"Rhinecliff","Dutchess"
"12575",1930,"Rock Tavern","Orange"
"12577",1929,"Salisbury Mills","Orange"
"12578",2100,"Salt Point","Dutchess"
"12580",4359,"Staatsburg","Dutchess"
"12581",2231,"Stanfordville","Dutchess"
"12582",6213,"Stormville","Dutchess"
"12583",2160,"Tivoli","Dutchess"
"12585",928,"Verbank","Dutchess"
"12586",11774,"Walden","Orange"
"12589",17843,"Wallkill","Ulster"
"12590",34823,"Wappingers Falls","Dutchess"
"12592",1671,"Wassaic","Dutchess"
"12594",4150,"Wingdale","Dutchess"
"12601",41037,"Poughkeepsie","Dutchess"
"12603",42140,"Poughkeepsie","Dutchess"
"12604",594,"Poughkeepsie","Dutchess"
"12701",11278,"Monticello","Sullivan"
"12719",1229,"Barryville","Sullivan"
"12721",5881,"Bloomingburg","Sullivan"
"12723",1561,"Callicoon","Sullivan"
"12724",246,"Callicoon Center","Sullivan"
"12726",1440,"Cochecton","Sullivan"
"12729",1650,"Cuddebackville","Orange"
"12732",753,"Eldred","Sullivan"
"12733",1129,"Fallsburg","Sullivan"
"12734",828,"Ferndale","Sullivan"
"12737",1800,"Glen Spey","Sullivan"
"12738",322,"Glen Wild","Sullivan"
"12740",1927,"Grahamsville","Sullivan"
"12743",391,"Highland Lake","Sullivan"
"12745",247,"Hortonville","Sullivan"
"12746",663,"Huguenot","Orange"
"12747",2072,"Hurleyville","Sullivan"
"12748",2042,"Jeffersonville","Sullivan"
"12749",393,"Kauneonga Lake","Sullivan"
"12750",233,"Kenoza Lake","Sullivan"
"12751",1019,"Kiamesha Lake","Sullivan"
"12752",296,"Lake Huntington","Sullivan"
"12754",7142,"Liberty","Sullivan"
"12758",3699,"Livingston Manor","Sullivan"
"12759",2443,"Loch Sheldrake","Sullivan"
"12760",478,"Long Eddy","Sullivan"
"12762",783,"Mongaup Valley","Sullivan"
"12763",684,"Mountain Dale","Sullivan"
"12764",1770,"Narrowsburg","Sullivan"
"12765",937,"Neversink","Sullivan"
"12766",248,"North Branch","Sullivan"
"12767",250,"Obernburg","Sullivan"
"12768",930,"Parksville","Sullivan"
"12769",229,"Phillipsport","Sullivan"
"12770",248,"Pond Eddy","Sullivan"
"12771",14408,"Port Jervis","Orange"
"12775",2151,"Rock Hill","Sullivan"
"12776",2361,"Roscoe","Sullivan"
"12777",863,"Forestburgh","Sullivan"
"12778",500,"Smallwood","Sullivan"
"12779",1701,"South Fallsburg","Sullivan"
"12780",2165,"Sparrow Bush","Orange"
"12781",242,"Summitville","Sullivan"
"12783",1605,"Swan Lake","Sullivan"
"12785",1390,"Westbrookville","Sullivan"
"12786",336,"White Lake","Sullivan"
"12787",278,"White Sulphur Springs","Sullivan"
"12788",2909,"Woodbourne","Sullivan"
"12789",2009,"Woodridge","Sullivan"
"12790",3933,"Wurtsboro","Sullivan"
"12791",745,"Youngsville","Sullivan"
"12801",14330,"Glens Falls","Warren"
"12803",8317,"South Glens Falls","Saratoga"
"12804",26112,"Queensbury","Warren"
"12808",243,"Adirondack","Warren"
"12809",3751,"Argyle","Washington"
"12810",630,"Athol","Warren"
"12812",214,"Blue Mountain Lake","Hamilton"
"12814",1259,"Bolton Landing","Warren"
"12815",1027,"Brant Lake","Warren"
"12816",4642,"Cambridge","Washington"
"12817",2243,"Chestertown","Warren"
"12819",236,"Clemons","Washington"
"12821",2839,"Comstock","Washington"
"12822",5962,"Corinth","Saratoga"
"12823",527,"Cossayuna","Washington"
"12824",946,"Diamond Point","Warren"
"12827",3455,"Fort Ann","Washington"
"12828",9690,"Fort Edward","Washington"
"12831",17389,"Gansevoort","Saratoga"
"12832",6500,"Granville","Washington"
"12833",4544,"Greenfield Center","Saratoga"
"12834",6101,"Greenwich","Washington"
"12835",2530,"Hadley","Saratoga"
"12836",605,"Hague","Warren"
"12837",1140,"Hampton","Washington"
"12838",638,"Hartford","Washington"
"12839",13011,"Hudson Falls","Washington"
"12842",765,"Indian Lake","Hamilton"
"12843",482,"Johnsburg","Warren"
"12844",292,"Kattskill Bay","Warren"
"12845",4610,"Lake George","Warren"
"12846",3248,"Lake Luzerne","Warren"
"12847",400,"Long Lake","Hamilton"
"12849",303,"Middle Granville","Washington"
"12850",2866,"Middle Grove","Saratoga"
"12851",353,"Minerva","Essex"
"12852",344,"Newcomb","Essex"
"12853",1834,"North Creek","Warren"
"12855",244,"North Hudson","Essex"
"12856",291,"North River","Warren"
"12857",684,"Olmstedville","Essex"
"12859",2425,"Porter Corners","Saratoga"
"12860",480,"Pottersville","Warren"
"12861",530,"Putnam Station","Washington"
"12863",880,"Rock City Falls","Saratoga"
"12865",3470,"Salem","Washington"
"12866",38732,"Saratoga Springs","Saratoga"
"12870",1736,"Schroon Lake","Essex"
"12871",4361,"Schuylerville","Saratoga"
"12873",875,"Shushan","Washington"
"12878",663,"Stony Creek","Warren"
"12883",4790,"Ticonderoga","Essex"
"12884",593,"Victory Mills","Saratoga"
"12885",4437,"Warrensburg","Warren"
"12886",273,"Wevertown","Warren"
"12887",4857,"Whitehall","Washington"
"12901",33048,"Plattsburgh","Clinton"
"12903",1306,"Plattsburgh","Clinton"
"12910",2190,"Altona","Clinton"
"12912",1903,"Au Sable Forks","Clinton"
"12913",1059,"Bloomingdale","Essex"
"12914",891,"Bombay","Franklin"
"12916",2436,"Brushton","Franklin"
"12917",1344,"Burke","Franklin"
"12918",2641,"Cadyville","Clinton"
"12919",2805,"Champlain","Clinton"
"12920",2387,"Chateaugay","Franklin"
"12921",2835,"Chazy","Clinton"
"12923",555,"Churubusco","Clinton"
"12926",2380,"Constable","Franklin"
"12927",276,"Cranberry Lake","St. Lawrence"
"12928",2029,"Crown Point","Essex"
"12929",4103,"Dannemora","Clinton"
"12930",815,"Dickinson Center","Franklin"
"12932",1210,"Elizabethtown","Essex"
"12934",1059,"Ellenburg Center","Clinton"
"12935",1428,"Ellenburg Depot","Clinton"
"12936",420,"Essex","Essex"
"12937",1880,"Fort Covington","Franklin"
"12941",1402,"Jay","Essex"
"12942",663,"Keene","Essex"
"12943",314,"Keene Valley","Essex"
"12944",3683,"Keeseville","Essex"
"12945",449,"Lake Clear","Franklin"
"12946",4819,"Lake Placid","Essex"
"12950",674,"Lewis","Essex"
"12952",305,"Lyon Mountain","Clinton"
"12953",15469,"Malone","Franklin"
"12955",366,"Lyon Mountain","Clinton"
"12956",1180,"Mineville","Essex"
"12957",1559,"Moira","Franklin"
"12958",2020,"Mooers","Clinton"
"12959",1474,"Mooers Forks","Clinton"
"12960",635,"Moriah","Essex"
"12961",243,"Moriah Center","Essex"
"12962",5084,"Morrisonville","Clinton"
"12965",537,"Nicholville","St. Lawrence"
"12966",2732,"North Bangor","Franklin"
"12967",1035,"North Lawrence","St. Lawrence"
"12969",347,"Owls Head","Franklin"
"12970",839,"Paul Smiths","Franklin"
"12972",6611,"Peru","Clinton"
"12974",2152,"Port Henry","Essex"
"12975",217,"Port Kent","Essex"
"12976",228,"Rainbow Lake","Franklin"
"12977",1763,"Ray Brook","Essex"
"12978",258,"Redford","Clinton"
"12979",2435,"Rouses Point","Clinton"
"12980",1053,"Saint Regis Falls","Franklin"
"12981",2401,"Saranac","Clinton"
"12983",7719,"Saranac Lake","Franklin"
"12985",994,"Schuyler Falls","Clinton"
"12986",5928,"Tupper Lake","Franklin"
"12987",242,"Upper Jay","Essex"
"12989",1114,"Vermontville","Franklin"
"12992",3565,"West Chazy","Clinton"
"12993",1486,"Westport","Essex"
"12996",2084,"Willsboro","Essex"
"12997",1067,"Wilmington","Essex"
"12998",313,"Witherbee","Essex"
"13021",37528,"Auburn","Cayuga"
"13024",1671,"Auburn","Cayuga"
"13026",1705,"Aurora","Cayuga"
"13027",33937,"Baldwinsville","Onondaga"
"13028",926,"Bernhards Bay","Oswego"
"13029",7360,"Brewerton","Onondaga"
"13030",3470,"Bridgeport","Onondaga"
"13031",15484,"Camillus","Onondaga"
"13032",12522,"Canastota","Madison"
"13033",3807,"Cato","Cayuga"
"13034",1925,"Cayuga","Cayuga"
"13035",8707,"Cazenovia","Madison"
"13036",9632,"Central Square","Oswego"
"13037",9775,"Chittenango","Madison"
"13039",17078,"Cicero","Onondaga"
"13040",2370,"Cincinnatus","Cortland"
"13041",11808,"Clay","Onondaga"
"13042",2383,"Cleveland","Oswego"
"13044",2742,"Constantia","Oswego"
"13045",28975,"Cortland","Cortland"
"13052",1626,"De Ruyter","Madison"
"13053",4861,"Dryden","Tompkins"
"13054",1500,"Durhamville","Oneida"
"13057",13126,"East Syracuse","Onondaga"
"13060",3050,"Elbridge","Onondaga"
"13061",877,"Erieville","Madison"
"13063",1827,"Fabius","Onondaga"
"13066",12443,"Fayetteville","Onondaga"
"13068",5184,"Freeville","Tompkins"
"13069",24111,"Fulton","Oswego"
"13071",934,"Genoa","Cayuga"
"13072",884,"Georgetown","Madison"
"13073",6729,"Groton","Tompkins"
"13074",4230,"Hannibal","Oswego"
"13076",2037,"Hastings","Oswego"
"13077",6462,"Homer","Cortland"
"13078",10940,"Jamesville","Onondaga"
"13080",3227,"Jordan","Onondaga"
"13081",1203,"King Ferry","Cayuga"
"13082",4201,"Kirkville","Onondaga"
"13083",2027,"Lacona","Oswego"
"13084",3814,"La Fayette","Onondaga"
"13087",243,"Little York","Cortland"
"13088",20926,"Liverpool","Onondaga"
"13090",29017,"Liverpool","Onondaga"
"13092",2484,"Locke","Cayuga"
"13101",2448,"Mc Graw","Cortland"
"13103",226,"Mallory","Oswego"
"13104",16038,"Manlius","Onondaga"
"13108",6193,"Marcellus","Onondaga"
"13110",2198,"Marietta","Onondaga"
"13111",1769,"Martville","Cayuga"
"13112",1683,"Memphis","Onondaga"
"13113",258,"Meridian","Cayuga"
"13114",6594,"Mexico","Oswego"
"13115",238,"Minetto","Oswego"
"13116",3447,"Minoa","Onondaga"
"13117",289,"Montezuma","Cayuga"
"13118",6130,"Moravia","Cayuga"
"13120",2092,"Nedrow","Onondaga"
"13122",1181,"New Woodstock","Madison"
"13123",485,"North Bay","Oneida"
"13126",35369,"Oswego","Oswego"
"13131",3317,"Parish","Oswego"
"13132",3557,"Pennellville","Oswego"
"13135",5939,"Phoenix","Oswego"
"13136",360,"Pitcher","Chenango"
"13140",4534,"Port Byron","Cayuga"
"13141",510,"Preble","Cortland"
"13142",6486,"Pulaski","Oswego"
"13143",2300,"Red Creek","Wayne"
"13144",1608,"Richland","Oswego"
"13145",1410,"Sandy Creek","Oswego"
"13146",2433,"Savannah","Wayne"
"13147",1031,"Scipio Center","Cayuga"
"13148",10648,"Seneca Falls","Seneca"
"13152",7841,"Skaneateles","Onondaga"
"13153",469,"Skaneateles Falls","Onondaga"
"13155",491,"South Otselic","Chenango"
"13156",1757,"Sterling","Cayuga"
"13157",489,"Sylvan Beach","Oneida"
"13158",1772,"Truxton","Cortland"
"13159",5303,"Tully","Onondaga"
"13160",2242,"Union Springs","Cayuga"
"13162",248,"Verona Beach","Oneida"
"13163",462,"Wampsville","Madison"
"13164",2607,"Warners","Onondaga"
"13165",9905,"Waterloo","Seneca"
"13166",5465,"Weedsport","Cayuga"
"13167",2756,"West Monroe","Oswego"
"13202",6943,"Syracuse","Onondaga"
"13203",16876,"Syracuse","Onondaga"
"13204",19264,"Syracuse","Onondaga"
"13205",16746,"Syracuse","Onondaga"
"13206",16837,"Syracuse","Onondaga"
"13207",12552,"Syracuse","Onondaga"
"13208",22560,"Syracuse","Onondaga"
"13209",12364,"Syracuse","Onondaga"
"13210",27172,"Syracuse","Onondaga"
"13211",6117,"Syracuse","Onondaga"
"13212",21557,"Syracuse","Onondaga"
"13214",8392,"Syracuse","Onondaga"
"13215",14306,"Syracuse","Onondaga"
"13219",14819,"Syracuse","Onondaga"
"13224",8486,"Syracuse","Onondaga"
"13302",1483,"Altmar","Oswego"
"13303",1454,"Ava","Oneida"
"13304",1726,"Barneveld","Oneida"
"13305",204,"Beaver Falls","Lewis"
"13308",3867,"Blossvale","Oneida"
"13309",5672,"Boonville","Oneida"
"13310",828,"Bouckville","Madison"
"13312",332,"Brantingham","Lewis"
"13313",451,"Bridgewater","Oneida"
"13314",232,"Brookfield","Madison"
"13315",1471,"Burlington Flats","Otsego"
"13316",6168,"Camden","Oneida"
"13317",3847,"Canajoharie","Montgomery"
"13318",1300,"Cassville","Oneida"
"13319",761,"Chadwicks","Oneida"
"13320",2119,"Cherry Valley","Otsego"
"13321",639,"Clark Mills","Oneida"
"13322",888,"Clayville","Oneida"
"13323",11585,"Clinton","Oneida"
"13324",2195,"Cold Brook","Herkimer"
"13325",955,"Constableville","Lewis"
"13326",5165,"Cooperstown","Otsego"
"13327",1762,"Croghan","Lewis"
"13328",1622,"Deansboro","Oneida"
"13329",4211,"Dolgeville","Herkimer"
"13332",2823,"Earlville","Chenango"
"13334",1083,"Eaton","Madison"
"13335",1386,"Edmeston","Otsego"
"13337",628,"Fly Creek","Otsego"
"13338",1263,"Forestport","Oneida"
"13339",6382,"Fort Plain","Montgomery"
"13340",8023,"Frankfort","Herkimer"
"13342",229,"Garrattsville","Otsego"
"13343",1572,"Glenfield","Lewis"
"13346",6225,"Hamilton","Madison"
"13348",1381,"Hartwick","Otsego"
"13350",9727,"Herkimer","Herkimer"
"13354",3777,"Holland Patent","Oneida"
"13355",1440,"Hubbardsville","Madison"
"13357",10748,"Ilion","Herkimer"
"13361",872,"Jordanville","Herkimer"
"13363",2358,"Lee Center","Oneida"
"13364",222,"Leonardsville","Madison"
"13365",8472,"Little Falls","Herkimer"
"13367",8893,"Lowville","Lewis"
"13368",1184,"Lyons Falls","Lewis"
"13402",1441,"Madison","Madison"
"13403",7485,"Marcy","Oneida"
"13406",865,"Middleville","Herkimer"
"13407",4830,"Mohawk","Herkimer"
"13408",3584,"Morrisville","Madison"
"13409",2255,"Munnsville","Madison"
"13410",350,"Nelliston","Montgomery"
"13411",3092,"New Berlin","Chenango"
"13413",15750,"New Hartford","Oneida"
"13416",2079,"Newport","Herkimer"
"13417",3066,"New York Mills","Oneida"
"13418",268,"North Brookfield","Madison"
"13420",1064,"Old Forge","Herkimer"
"13421",13230,"Oneida","Madison"
"13424",2375,"Oriskany","Oneida"
"13425",2143,"Oriskany Falls","Oneida"
"13428",1668,"Palatine Bridge","Montgomery"
"13431",1902,"Poland","Herkimer"
"13433",1657,"Port Leyden","Lewis"
"13435",347,"Prospect","Oneida"
"13437",326,"Redfield","Oswego"
"13438",2944,"Remsen","Oneida"
"13439",3720,"Richfield Springs","Otsego"
"13440",41342,"Rome","Oneida"
"13452",4671,"Saint Johnsville","Montgomery"
"13454",800,"Salisbury Center","Herkimer"
"13456",4039,"Sauquoit","Oneida"
"13459",2343,"Sharon Springs","Schoharie"
"13460",4122,"Sherburne","Chenango"
"13461",2987,"Sherrill","Oneida"
"13464",1368,"Smyrna","Chenango"
"13468",478,"Springfield Center","Otsego"
"13469",1238,"Stittville","Oneida"
"13470",665,"Stratford","Fulton"
"13471",3045,"Taberg","Oneida"
"13473",958,"Turin","Lewis"
"13476",3617,"Vernon","Oneida"
"13477",1029,"Vernon Center","Oneida"
"13478",3257,"Verona","Oneida"
"13480",3235,"Waterville","Oneida"
"13483",317,"Westdale","Oneida"
"13485",1231,"West Edmeston","Otsego"
"13486",701,"Westernville","Oneida"
"13489",538,"West Leyden","Lewis"
"13490",1606,"Westmoreland","Oneida"
"13491",3330,"West Winfield","Herkimer"
"13492",11118,"Whitesboro","Oneida"
"13493",2318,"Williamstown","Oswego"
"13494",240,"Woodgate","Oneida"
"13495",2035,"Yorkville","Oneida"
"13501",37132,"Utica","Oneida"
"13502",32437,"Utica","Oneida"
"13601",36982,"Watertown","Jefferson"
"13602",4383,"Fort Drum","Jefferson"
"13603",9274,"Watertown","Jefferson"
"13605",5173,"Adams","Jefferson"
"13606",2456,"Adams Center","Jefferson"
"13607",1445,"Alexandria Bay","Jefferson"
"13608",1698,"Antwerp","Jefferson"
"13612",2233,"Black River","Jefferson"
"13613",2698,"Brasher Falls","St. Lawrence"
"13614",355,"Brier Hill","St. Lawrence"
"13615",905,"Brownville","Jefferson"
"13616",2202,"Calcium","Jefferson"
"13617",11556,"Canton","St. Lawrence"
"13618",1525,"Cape Vincent","Jefferson"
"13619",10439,"Carthage","Jefferson"
"13620",2592,"Castorland","Lewis"
"13621",494,"Chase Mills","St.Lawrence"
"13622",2138,"Chaumont","Jefferson"
"13624",5297,"Clayton","Jefferson"
"13625",1470,"Colton","St. Lawrence"
"13626",2271,"Copenhagen","Lewis"
"13628",211,"Deferiet","Jefferson"
"13630",1515,"De Kalb Junction","St. Lawrence"
"13633",249,"De Peyster","St. Lawrence"
"13634",3706,"Dexter","Jefferson"
"13635",1108,"Edwards","St. Lawrence"
"13636",237,"Ellisburg","Jefferson"
"13637",3720,"Evans Mills","Jefferson"
"13638",401,"Felts Mills","Jefferson"
"13640",272,"Wellesley Island","Jefferson"
"13642",10055,"Gouverneur","St. Lawrence"
"13646",1879,"Hammond","St. Lawrence"
"13648",2056,"Harrisville","Lewis"
"13650",1559,"Henderson","Jefferson"
"13652",1544,"Hermon","St. Lawrence"
"13654",2603,"Heuvelton","St. Lawrence"
"13655",3418,"Hogansburg","Franklin"
"13656",2834,"La Fargeville","Jefferson"
"13658",2414,"Lisbon","St. Lawrence"
"13659",382,"Lorraine","Jefferson"
"13660",1641,"Madrid","St. Lawrence"
"13661",1609,"Mannsville","Jefferson"
"13662",16179,"Massena","St. Lawrence"
"13664",348,"Morristown","St. Lawrence"
"13665",626,"Natural Bridge","Jefferson"
"13666",240,"Newton Falls","St. Lawrence"
"13667",2781,"Norfolk","St. Lawrence"
"13668",3196,"Norwood","St. Lawrence"
"13669",15870,"Ogdensburg","St. Lawrence"
"13670",476,"Oswegatchie","St. Lawrence"
"13672",439,"Parishville","St. Lawrence"
"13673",2231,"Philadelphia","Jefferson"
"13675",250,"Plessis","Jefferson"
"13676",16754,"Potsdam","St. Lawrence"
"13678",330,"Raymondville","St. Lawrence"
"13679",1686,"Redwood","Jefferson"
"13680",1643,"Rensselaer Falls","St. Lawrence"
"13681",1149,"Richville","St. Lawrence"
"13682",654,"Rodman","Jefferson"
"13684",842,"Russell","St. Lawrence"
"13685",2238,"Sackets Harbor","Jefferson"
"13687",458,"South Colton","St. Lawrence"
"13690",569,"Star Lake","St. Lawrence"
"13691",3016,"Theresa","Jefferson"
"13693",408,"Three Mile Bay","Jefferson"
"13694",1328,"Waddington","St. Lawrence"
"13697",1776,"Winthrop","St. Lawrence"
"13730",2630,"Afton","Chenango"
"13731",946,"Andes","Delaware"
"13732",7602,"Apalachin","Tioga"
"13733",5112,"Bainbridge","Chenango"
"13734",1828,"Barton","Tioga"
"13736",2086,"Berkshire","Tioga"
"13739",783,"Bloomville","Delaware"
"13740",483,"Bovina Center","Delaware"
"13743",3630,"Candor","Tioga"
"13744",1307,"Castle Creek","Broome"
"13746",1578,"Chenango Forks","Broome"
"13748",3766,"Conklin","Broome"
"13750",788,"Davenport","Delaware"
"13752",886,"De Lancey","Delaware"
"13753",5511,"Delhi","Delaware"
"13754",2883,"Deposit","Broome"
"13755",982,"Downsville","Delaware"
"13756",431,"East Branch","Delaware"
"13757",1396,"East Meredith","Delaware"
"13760",42103,"Endicott","Broome"
"13775",1780,"Franklin","Delaware"
"13776",507,"Gilbertsville","Otsego"
"13777",433,"Glen Aubrey","Broome"
"13778",5458,"Greene","Chenango"
"13780",708,"Guilford","Chenango"
"13782",824,"Hamden","Delaware"
"13783",2659,"Hancock","Delaware"
"13784",215,"Harford","Cortland"
"13786",464,"Harpersfield","Delaware"
"13787",3039,"Harpursville","Broome"
"13788",899,"Hobart","Delaware"
"13790",17763,"Johnson City","Broome"
"13795",3093,"Kirkwood","Broome"
"13796",1063,"Laurens","Otsego"
"13797",2262,"Lisle","Broome"
"13801",1457,"Mc Donough","Chenango"
"13802",964,"Maine","Broome"
"13803",4131,"Marathon","Cortland"
"13804",332,"Masonville","Delaware"
"13806",224,"Meridale","Delaware"
"13807",1214,"Milford","Otsego"
"13808",1524,"Morris","Otsego"
"13809",1761,"Mount Upton","Chenango"
"13810",1362,"Mount Vision","Otsego"
"13811",3988,"Newark Valley","Tioga"
"13812",2258,"Nichols","Tioga"
"13813",1368,"Nineveh","Broome"
"13815",12901,"Norwich","Chenango"
"13820",22157,"Oneonta","Otsego"
"13825",2888,"Otego","Otsego"
"13827",11538,"Owego","Tioga"
"13830",5119,"Oxford","Chenango"
"13832",563,"Plymouth","Chenango"
"13833",3890,"Port Crane","Broome"
"13834",279,"Portlandville","Otsego"
"13835",1310,"Richford","Tioga"
"13838",3873,"Sidney","Delaware"
"13839",1251,"Sidney Center","Delaware"
"13841",561,"Smithville Flats","Chenango"
"13842",627,"South Kortright","Delaware"
"13843",2241,"South New Berlin","Chenango"
"13844",674,"South Plymouth","Chenango"
"13846",475,"Treadwell","Delaware"
"13849",4449,"Unadilla","Otsego"
"13850",22392,"Vestal","Broome"
"13856",5999,"Walton","Delaware"
"13861",379,"West Oneonta","Otsego"
"13862",4053,"Whitney Point","Broome"
"13863",681,"Willet","Cortland"
"13864",1181,"Willseyville","Tioga"
"13865",6203,"Windsor","Broome"
"13901",18786,"Binghamton","Broome"
"13902",6162,"Binghamton","Broome"
"13903",17905,"Binghamton","Broome"
"13904",9789,"Binghamton","Broome"
"13905",26151,"Binghamton","Broome"
"14001",9324,"Akron","Erie"
"14004",12240,"Alden","Erie"
"14005",2312,"Alexander","Genesee"
"14006",9823,"Angola","Erie"
"14008",1547,"Appleton","Niagara"
"14009",5625,"Arcade","Wyoming"
"14011",8864,"Attica","Wyoming"
"14012",2374,"Barker","Niagara"
"14013",1680,"Basom","Genesee"
"14020",22060,"Batavia","Genesee"
"14024",1408,"Bliss","Wyoming"
"14025",3784,"Boston","Erie"
"14026",568,"Bowmansville","Erie"
"14028",1571,"Burt","Niagara"
"14030",1882,"Chaffee","Erie"
"14031",10158,"Clarence","Erie"
"14032",10084,"Clarence Center","Erie"
"14033",1344,"Colden","Erie"
"14034",2428,"Collins","Erie"
"14036",5588,"Corfu","Genesee"
"14037",897,"Cowlesville","Wyoming"
"14040",1719,"Darien Center","Genesee"
"14042",4359,"Delevan","Cattaraugus"
"14043",25058,"Depew","Erie"
"14047",6525,"Derby","Erie"
"14048",14414,"Dunkirk","Chautauqua"
"14051",19178,"East Amherst","Erie"
"14052",17664,"East Aurora","Erie"
"14054",1554,"East Bethany","Genesee"
"14055",1337,"East Concord","Erie"
"14057",8192,"Eden","Erie"
"14058",2160,"Elba","Genesee"
"14059",10446,"Elma","Erie"
"14060",478,"Farmersville Station","Cattaraugus"
"14061",345,"Farnham","Erie"
"14062",3331,"Forestville","Chautauqua"
"14063",13891,"Fredonia","Chautauqua"
"14065",1705,"Freedom","Cattaraugus"
"14066",1188,"Gainesville","Wyoming"
"14067",4971,"Gasport","Niagara"
"14068",7169,"Getzville","Erie"
"14069",642,"Glenwood","Erie"
"14070",6958,"Gowanda","Cattaraugus"
"14072",21287,"Grand Island","Erie"
"14075",42958,"Hamburg","Erie"
"14080",4323,"Holland","Erie"
"14081",2844,"Irving","Chautauqua"
"14082",498,"Java Center","Wyoming"
"14085",7605,"Lake View","Erie"
"14086",32653,"Lancaster","Erie"
"14091",1422,"Lawtons","Erie"
"14092",10819,"Lewiston","Niagara"
"14094",49792,"Lockport","Niagara"
"14098",3028,"Lyndonville","Orleans"
"14101",1718,"Machias","Cattaraugus"
"14102",1367,"Marilla","Erie"
"14103",10448,"Medina","Orleans"
"14105",4745,"Middleport","Niagara"
"14108",5196,"Newfane","Niagara"
"14109",1089,"Niagara University","Niagara"
"14111",3146,"North Collins","Erie"
"14113",488,"North Java","Wyoming"
"14120",43738,"North Tonawanda","Niagara"
"14125",3514,"Oakfield","Genesee"
"14126",661,"Olcott","Niagara"
"14127",29964,"Orchard Park","Erie"
"14129",1519,"Perrysburg","Cattaraugus"
"14130",231,"Pike","Wyoming"
"14131",5056,"Ransomville","Niagara"
"14132",5999,"Sanborn","Niagara"
"14136",4574,"Silver Creek","Chautauqua"
"14138",1786,"South Dayton","Cattaraugus"
"14139",2020,"South Wales","Erie"
"14141",7534,"Springville","Erie"
"14143",938,"Stafford","Genesee"
"14145",1456,"Strykersville","Wyoming"
"14150",41144,"Tonawanda","Erie"
"14167",1788,"Varysburg","Wyoming"
"14170",2350,"West Falls","Erie"
"14171",2029,"West Valley","Cattaraugus"
"14172",2781,"Wilson","Niagara"
"14174",5843,"Youngstown","Niagara"
"14201",11192,"Buffalo","Erie"
"14202",3749,"Buffalo","Erie"
"14203",1819,"Buffalo","Erie"
"14204",8003,"Buffalo","Erie"
"14206",20064,"Buffalo","Erie"
"14207",23773,"Buffalo","Erie"
"14208",10346,"Buffalo","Erie"
"14209",7807,"Buffalo","Erie"
"14210",14148,"Buffalo","Erie"
"14211",22206,"Buffalo","Erie"
"14212",10973,"Buffalo","Erie"
"14213",22132,"Buffalo","Erie"
"14214",19754,"Buffalo","Erie"
"14215",41340,"Buffalo","Erie"
"14216",21464,"Buffalo","Erie"
"14217",23017,"Buffalo","Erie"
"14218",18935,"Buffalo","Erie"
"14219",11391,"Buffalo","Erie"
"14220",22641,"Buffalo","Erie"
"14221",53727,"Buffalo","Erie"
"14222",15103,"Buffalo","Erie"
"14223",21734,"Buffalo","Erie"
"14224",40903,"Buffalo","Erie"
"14225",33360,"Buffalo","Erie"
"14226",29920,"Buffalo","Erie"
"14227",20540,"Buffalo","Erie"
"14228",23406,"Buffalo","Erie"
"14261",5557,"Buffalo","Erie"
"14301",11838,"Niagara Falls","Niagara"
"14302",255,"Niagara Falls","Niagara"
"14303",5652,"Niagara Falls","Niagara"
"14304",29001,"Niagara Falls","Niagara"
"14305",17026,"Niagara Falls","Niagara"
"14411",13671,"Albion","Orleans"
"14414",6797,"Avon","Livingston"
"14416",3611,"Bergen","Genesee"
"14418",932,"Branchport","Yates"
"14420",21124,"Brockport","Monroe"
"14422",2074,"Byron","Genesee"
"14423",4479,"Caledonia","Livingston"
"14424",28055,"Canandaigua","Ontario"
"14425",12230,"Farmington","Ontario"
"14427",2073,"Castile","Wyoming"
"14428",7278,"Churchville","Monroe"
"14432",5277,"Clifton Springs","Ontario"
"14433",3920,"Clyde","Wayne"
"14435",2327,"Conesus","Livingston"
"14437",11274,"Dansville","Livingston"
"14441",301,"Dresden","Yates"
"14445",7761,"East Rochester","Monroe"
"14450",42513,"Fairport","Monroe"
"14454",11237,"Geneseo","Livingston"
"14456",19539,"Geneva","Ontario"
